time_s,h_plus,h_cross,amplitude,frequency_Hz
4.0242804856e-01,-3.5953218760e-34,4.9834119771e-34,9.8470885169e-22,146.529004
4.0244804896e-01,-3.6791047444e-34,4.9065444401e-34,9.8470885169e-22,146.529004
4.0246804936e-01,-3.7612935245e-34,4.8283039058e-34,9.8470885169e-22,146.529004
4.0248804976e-01,-3.8418664411e-34,4.7487226428e-34,9.8470885169e-22,146.529004
4.0250805016e-01,-3.9208023590e-34,4.6678332495e-34,9.8470885169e-22,146.529004
4.0252805056e-01,-3.9980807878e-34,4.5856686424e-34,9.8470885169e-22,146.529004
4.0254805096e-01,-4.0736818865e-34,4.5022620430e-34,9.8470885169e-22,146.529004
4.0256805136e-01,-4.1475864675e-34,4.4176469655e-34,9.8470885169e-22,146.529004
4.0258805176e-01,-4.2197760007e-34,4.3318572041e-34,9.8470885169e-22,146.529004
4.0260805216e-01,-4.2902326170e-34,4.2449268200e-34,9.8470885169e-22,146.529004
4.0262805256e-01,-4.3589391121e-34,4.1568901293e-34,9.8470885169e-22,146.529004
4.0264805296e-01,-4.4258789495e-34,4.0677816896e-34,9.8470885169e-22,146.529004
4.0266805336e-01,-4.4910362637e-34,3.9776362876e-34,9.8470885169e-22,146.529004
4.0268805376e-01,-4.5543958626e-34,3.8864889262e-34,9.8470885169e-22,146.529004
4.0270805416e-01,-4.6159432303e-34,3.7943748115e-34,9.8470885169e-22,146.529004
4.0272805456e-01,-4.6756645294e-34,3.7013293400e-34,9.8470885169e-22,146.529004
4.0274805496e-01,-4.7335466029e-34,3.6073880860e-34,9.8470885169e-22,146.529004
4.0276805536e-01,-4.7895769761e-34,3.5125867882e-34,9.8470885169e-22,146.529004
4.0278805576e-01,-4.8437438577e-34,3.4169613372e-34,9.8470885169e-22,146.529004
4.0280805616e-01,-4.8960361420e-34,3.3205477626e-34,9.8470885169e-22,146.529004
4.0282805656e-01,-4.9464434090e-34,3.2233822199e-34,9.8470885169e-22,146.529004
4.0284805696e-01,-4.9949559260e-34,3.1255009776e-34,9.8470885169e-22,146.529004
4.0286805736e-01,-5.0415646477e-34,3.0269404045e-34,9.8470885169e-22,146.529004
4.0288805776e-01,-5.0862612167e-34,2.9277369571e-34,9.8470885169e-22,146.529004
4.0290805816e-01,-5.1290379638e-34,2.8279271659e-34,9.8470885169e-22,146.529004
4.0292805856e-01,-5.1698879073e-34,2.7275476238e-34,9.8470885169e-22,146.529004
4.0294805896e-01,-5.2088047536e-34,2.6266349721e-34,9.8470885169e-22,146.529004
4.0296805936e-01,-5.2457828957e-34,2.5252258887e-34,9.8470885169e-22,146.529004
4.0298805976e-01,-5.2808174127e-34,2.4233570749e-34,9.8470885169e-22,146.529004
4.0300806016e-01,-5.3139040692e-34,2.3210652431e-34,9.8470885169e-22,146.529004
4.0302806056e-01,-5.3450393130e-34,2.2183871036e-34,9.8470885169e-22,146.529004
4.0304806096e-01,-5.3742202748e-34,2.1153593527e-34,9.8470885169e-22,146.529004
4.0306806136e-01,-5.4014447653e-34,2.0120186598e-34,9.8470885169e-22,146.529004
4.0308806176e-01,-5.4267112742e-34,1.9084016551e-34,9.8470885169e-22,146.529004
4.0310806216e-01,-5.4500189674e-34,1.8045449171e-34,9.8470885169e-22,146.529004
4.0312806256e-01,-5.4713676847e-34,1.7004849604e-34,9.8470885169e-22,146.529004
4.0314806296e-01,-5.4907579373e-34,1.5962582234e-34,9.8470885169e-22,146.529004
4.0316806336e-01,-5.5081909051e-34,1.4919010562e-34,9.8470885169e-22,146.529004
4.0318806376e-01,-5.5236684330e-34,1.3874497082e-34,9.8470885169e-22,146.529004
4.0320806416e-01,-5.5371930283e-34,1.2829403167e-34,9.8470885169e-22,146.529004
4.0322806456e-01,-5.5487678569e-34,1.1784088943e-34,9.8470885169e-22,146.529004
4.0324806496e-01,-5.5583967395e-34,1.0738913175e-34,9.8470885169e-22,146.529004
4.0326806536e-01,-5.5660841479e-34,9.6942331494e-35,9.8470885169e-22,146.529004
4.0328806576e-01,-5.5718352007e-34,8.6504045545e-35,9.8470885169e-22,146.529004
4.0330806616e-01,-5.5756556589e-34,7.6077813684e-35,9.8470885169e-22,146.529004
4.0332806656e-01,-5.5775519217e-34,6.5667157431e-35,9.8470885169e-22,146.529004
4.0334806696e-01,-5.5775310214e-34,5.5275578916e-35,9.8470885169e-22,146.529004
4.0336806736e-01,-5.5756006186e-34,4.4906559756e-35,9.8470885169e-22,146.529004
4.0338806776e-01,-5.5717689972e-34,3.4563559945e-35,9.8470885169e-22,146.529004
4.0340806816e-01,-5.5660450588e-34,2.4250016757e-35,9.8470885169e-22,146.529004
4.0342806856e-01,-5.5584383175e-34,1.3969343658e-35,9.8470885169e-22,146.529004
4.0344806896e-01,-5.5489588938e-34,3.7249292336e-36,9.8470885169e-22,146.529004
4.0346806936e-01,-5.5376175093e-34,-6.4798638709e-36,9.8470885169e-22,146.529004
4.0348806976e-01,-5.5244254800e-34,-1.6641700001e-35,9.8470885169e-22,146.529004
4.0350807016e-01,-5.5093947103e-34,-2.6757271524e-35,9.8470885169e-22,146.529004
4.0352807056e-01,-5.4925376868e-34,-3.6823299854e-35,9.8470885169e-22,146.529004
4.0354807096e-01,-5.4738674715e-34,-4.6836536452e-35,9.8470885169e-22,146.529004
4.0356807136e-01,-5.4533976949e-34,-5.6793763825e-35,9.8470885169e-22,146.529004
4.0358807176e-01,-5.4311425492e-34,-6.6691796499e-35,9.8470885169e-22,146.529004
4.0360807216e-01,-5.4071167815e-34,-7.6527481983e-35,9.8470885169e-22,146.529004
4.0362807256e-01,-5.3813356857e-34,-8.6297701717e-35,9.8470885169e-22,146.529004
4.0364807296e-01,-5.3538150962e-34,-9.5999372005e-35,9.8470885169e-22,146.529004
4.0366807336e-01,-5.3245713794e-34,-1.0562944493e-34,9.8470885169e-22,146.529004
4.0368807376e-01,-5.2936214263e-34,-1.1518490926e-34,9.8470885169e-22,146.529004
4.0370807416e-01,-5.2609826448e-34,-1.2466279131e-34,9.8470885169e-22,146.529004
4.0372807456e-01,-5.2266729514e-34,-1.3406015586e-34,9.8470885169e-22,146.529004
4.0374807496e-01,-5.1907107632e-34,-1.4337410695e-34,9.8470885169e-22,146.529004
4.0376807536e-01,-5.1531149895e-34,-1.5260178873e-34,9.8470885169e-22,146.529004
4.0378807576e-01,-5.1139050235e-34,-1.6174038633e-34,9.8470885169e-22,146.529004
4.0380807616e-01,-5.0731007335e-34,-1.7078712657e-34,9.8470885169e-22,146.529004
4.0382807656e-01,-5.0307224544e-34,-1.7973927881e-34,9.8470885169e-22,146.529004
4.0384807696e-01,-4.9867909788e-34,-1.8859415571e-34,9.8470885169e-22,146.529004
4.0386807736e-01,-4.9413275481e-34,-1.9734911393e-34,9.8470885169e-22,146.529004
4.0388807776e-01,-4.8943538434e-34,-2.0600155492e-34,9.8470885169e-22,146.529004
4.0390807816e-01,-4.8458919762e-34,-2.1454892558e-34,9.8470885169e-22,146.529004
4.0392807856e-01,-4.7959644795e-34,-2.2298871900e-34,9.8470885169e-22,146.529004
4.0394807896e-01,-4.7445942977e-34,-2.3131847510e-34,9.8470885169e-22,146.529004
4.0396807936e-01,-4.6918047781e-34,-2.3953578127e-34,9.8470885169e-22,146.529004
4.0398807976e-01,-4.6376196602e-34,-2.4763827307e-34,9.8470885169e-22,146.529004
4.0400808016e-01,-4.5820630668e-34,-2.5562363477e-34,9.8470885169e-22,146.529004
4.0402808056e-01,-4.5251594941e-34,-2.6348960003e-34,9.8470885169e-22,146.529004
4.0404808096e-01,-4.4669338013e-34,-2.7123395240e-34,9.8470885169e-22,146.529004
4.0406808136e-01,-4.4074112014e-34,-2.7885452592e-34,9.8470885169e-22,146.529004
4.0408808176e-01,-4.3466172504e-34,-2.8634920567e-34,9.8470885169e-22,146.529004
4.0410808216e-01,-4.2845778380e-34,-2.9371592827e-34,9.8470885169e-22,146.529004
4.0412808256e-01,-4.2213191764e-34,-3.0095268237e-34,9.8470885169e-22,146.529004
4.0414808296e-01,-4.1568677912e-34,-3.0805750918e-34,9.8470885169e-22,146.529004
4.0416808336e-01,-4.0912505099e-34,-3.1502850286e-34,9.8470885169e-22,146.529004
4.0418808376e-01,-4.0244944525e-34,-3.2186381102e-34,9.8470885169e-22,146.529004
4.0420808416e-01,-3.9566270204e-34,-3.2856163512e-34,9.8470885169e-22,146.529004
4.0422808456e-01,-3.8876758861e-34,-3.3512023086e-34,9.8470885169e-22,146.529004
4.0424808496e-01,-3.8176689827e-34,-3.4153790859e-34,9.8470885169e-22,146.529004
4.0426808536e-01,-3.7466344935e-34,-3.4781303363e-34,9.8470885169e-22,146.529004
4.0428808576e-01,-3.6746008406e-34,-3.5394402665e-34,9.8470885169e-22,146.529004
4.0430808616e-01,-3.6015966751e-34,-3.5992936395e-34,9.8470885169e-22,146.529004
4.0432808656e-01,-3.5276508660e-34,-3.6576757781e-34,9.8470885169e-22,146.529004
4.0434808696e-01,-3.4527924892e-34,-3.7145725671e-34,9.8470885169e-22,146.529004
4.0436808736e-01,-3.3770508172e-34,-3.7699704563e-34,9.8470885169e-22,146.529004
4.0438808776e-01,-3.3004553079e-34,-3.8238564630e-34,9.8470885169e-22,146.529004
4.0440808816e-01,-3.2230355939e-34,-3.8762181735e-34,9.8470885169e-22,146.529004
4.0442808856e-01,-3.1448214720e-34,-3.9270437460e-34,9.8470885169e-22,146.529004
4.0444808896e-01,-3.0658428917e-34,-3.9763219116e-34,9.8470885169e-22,146.529004
4.0446808936e-01,-2.9861299447e-34,-4.0240419763e-34,9.8470885169e-22,146.529004
4.0448808976e-01,-2.9057128542e-34,-4.0701938222e-34,9.8470885169e-22,146.529004
4.0450809016e-01,-2.8246219636e-34,-4.1147679086e-34,9.8470885169e-22,146.529004
4.0452809056e-01,-2.7428877260e-34,-4.1577552733e-34,9.8470885169e-22,146.529004
4.0454809096e-01,-2.6605406932e-34,-4.1991475330e-34,9.8470885169e-22,146.529004
4.0456809136e-01,-2.5776115047e-34,-4.2389368839e-34,9.8470885169e-22,146.529004
4.0458809176e-01,-2.4941308771e-34,-4.2771161024e-34,9.8470885169e-22,146.529004
4.0460809216e-01,-2.4101295931e-34,-4.3136785446e-34,9.8470885169e-22,146.529004
4.0462809256e-01,-2.3256384910e-34,-4.3486181470e-34,9.8470885169e-22,146.529004
4.0464809296e-01,-2.2406884534e-34,-4.3819294258e-34,9.8470885169e-22,146.529004
4.0466809336e-01,-2.1553103968e-34,-4.4136074767e-34,9.8470885169e-22,146.529004
4.0468809376e-01,-2.0695352610e-34,-4.4436479739e-34,9.8470885169e-22,146.529004
4.0470809416e-01,-1.9833939981e-34,-4.4720471697e-34,9.8470885169e-22,146.529004
4.0472809456e-01,-1.8969175619e-34,-4.4988018933e-34,9.8470885169e-22,146.529004
4.0474809496e-01,-1.8101368975e-34,-4.5239095494e-34,9.8470885169e-22,146.529004
4.0476809536e-01,-1.7230829307e-34,-4.5473681173e-34,9.8470885169e-22,146.529004
4.0478809576e-01,-1.6357865573e-34,-4.5691761487e-34,9.8470885169e-22,146.529004
4.0480809616e-01,-1.5482786326e-34,-4.5893327661e-34,9.8470885169e-22,146.529004
4.0482809656e-01,-1.4605899616e-34,-4.6078376613e-34,9.8470885169e-22,146.529004
4.0484809696e-01,-1.3727512877e-34,-4.6246910924e-34,9.8470885169e-22,146.529004
4.0486809736e-01,-1.2847932832e-34,-4.6398938821e-34,9.8470885169e-22,146.529004
4.0488809776e-01,-1.1967465389e-34,-4.6534474150e-34,9.8470885169e-22,146.529004
4.0490809816e-01,-1.1086415535e-34,-4.6653536347e-34,9.8470885169e-22,146.529004
4.0492809856e-01,-1.0205087244e-34,-4.6756150410e-34,9.8470885169e-22,146.529004
4.0494809896e-01,-9.3237833663e-35,-4.6842346869e-34,9.8470885169e-22,146.529004
4.0496809936e-01,-8.4428055388e-35,-4.6912161756e-34,9.8470885169e-22,146.529004
4.0498809976e-01,-7.5624540811e-35,-4.6965636562e-34,9.8470885169e-22,146.529004
4.0500810016e-01,-6.6830278996e-35,-4.7002818212e-34,9.8470885169e-22,146.529004
4.0502810056e-01,-5.8048243907e-35,-4.7023759018e-34,9.8470885169e-22,146.529004
4.0504810096e-01,-4.9281393450e-35,-4.7028516648e-34,9.8470885169e-22,146.529004
4.0506810136e-01,-4.0532668523e-35,-4.7017154075e-34,9.8470885169e-22,146.529004
4.0508810176e-01,-3.1804992078e-35,-4.6989739544e-34,9.8470885169e-22,146.529004
4.0510810216e-01,-2.3101268193e-35,-4.6946346522e-34,9.8470885169e-22,146.529004
4.0512810256e-01,-1.4424381152e-35,-4.6887053652e-34,9.8470885169e-22,146.529004
4.0514810296e-01,-5.7771945351e-36,-4.6811944709e-34,9.8470885169e-22,146.529004
4.0516810336e-01,2.8374496764e-36,-4.6721108547e-34,9.8470885169e-22,146.529004
4.0518810376e-01,1.1416731989e-35,-4.6614639049e-34,9.8470885169e-22,146.529004
4.0520810416e-01,1.9957856272e-35,-4.6492635079e-34,9.8470885169e-22,146.529004
4.0522810456e-01,2.8458050619e-35,-4.6355200421e-34,9.8470885169e-22,146.529004
4.0524810496e-01,3.6914568207e-35,-4.6202443729e-34,9.8470885169e-22,146.529004
4.0526810536e-01,4.5324688128e-35,-4.6034478471e-34,9.8470885169e-22,146.529004
4.0528810576e-01,5.3685716224e-35,-4.5851422867e-34,9.8470885169e-22,146.529004
4.0530810616e-01,6.1994985898e-35,-4.5653399831e-34,9.8470885169e-22,146.529004
4.0532810656e-01,7.0249858920e-35,-4.5440536912e-34,9.8470885169e-22,146.529004
4.0534810696e-01,7.8447726216e-35,-4.5212966231e-34,9.8470885169e-22,146.529004
4.0536810736e-01,8.6586008645e-35,-4.4970824416e-34,9.8470885169e-22,146.529004
4.0538810776e-01,9.4662157761e-35,-4.4714252539e-34,9.8470885169e-22,146.529004
4.0540810816e-01,1.0267365656e-34,-4.4443396048e-34,9.8470885169e-22,146.529004
4.0542810856e-01,1.1061802024e-34,-4.4158404703e-34,9.8470885169e-22,146.529004
4.0544810896e-01,1.1849279688e-34,-4.3859432504e-34,9.8470885169e-22,146.529004
4.0546810936e-01,1.2629556817e-34,-4.3546637623e-34,9.8470885169e-22,146.529004
4.0548810976e-01,1.3402395014e-34,-4.3220182334e-34,9.8470885169e-22,146.529004
4.0550811016e-01,1.4167559377e-34,-4.2880232938e-34,9.8470885169e-22,146.529004
4.0552811056e-01,1.4924818570e-34,-4.2526959695e-34,9.8470885169e-22,146.529004
4.0554811096e-01,1.5673944889e-34,-4.2160536746e-34,9.8470885169e-22,146.529004
4.0556811136e-01,1.6414714321e-34,-4.1781142037e-34,9.8470885169e-22,146.529004
4.0558811176e-01,1.7146906609e-34,-4.1388957247e-34,9.8470885169e-22,146.529004
4.0560811216e-01,1.7870305312e-34,-4.0984167708e-34,9.8470885169e-22,146.529004
4.0562811256e-01,1.8584697865e-34,-4.0566962328e-34,9.8470885169e-22,146.529004
4.0564811296e-01,1.9289875634e-34,-4.0137533510e-34,9.8470885169e-22,146.529004
4.0566811336e-01,1.9985633971e-34,-3.9696077076e-34,9.8470885169e-22,146.529004
4.0568811376e-01,2.0671772273e-34,-3.9242792183e-34,9.8470885169e-22,146.529004
4.0570811416e-01,2.1348094031e-34,-3.8777881243e-34,9.8470885169e-22,146.529004
4.0572811456e-01,2.2014406878e-34,-3.8301549841e-34,9.8470885169e-22,146.529004
4.0574811496e-01,2.2670522646e-34,-3.7814006649e-34,9.8470885169e-22,146.529004
4.0576811536e-01,2.3316257406e-34,-3.7315463348e-34,9.8470885169e-22,146.529004
4.0578811576e-01,2.3951431521e-34,-3.6806134538e-34,9.8470885169e-22,146.529004
4.0580811616e-01,2.4575869683e-34,-3.6286237654e-34,9.8470885169e-22,146.529004
4.0582811656e-01,2.5189400962e-34,-3.5755992883e-34,9.8470885169e-22,146.529004
4.0584811696e-01,2.5791858844e-34,-3.5215623076e-34,9.8470885169e-22,146.529004
4.0586811736e-01,2.6383081270e-34,-3.4665353660e-34,9.8470885169e-22,146.529004
4.0588811776e-01,2.6962910676e-34,-3.4105412550e-34,9.8470885169e-22,146.529004
4.0590811816e-01,2.7531194027e-34,-3.3536030066e-34,9.8470885169e-22,146.529004
4.0592811856e-01,2.8087782852e-34,-3.2957438838e-34,9.8470885169e-22,146.529004
4.0594811896e-01,2.8632533277e-34,-3.2369873721e-34,9.8470885169e-22,146.529004
4.0596811936e-01,2.9165306055e-34,-3.1773571705e-34,9.8470885169e-22,146.529004
4.0598811976e-01,2.9685966595e-34,-3.1168771825e-34,9.8470885169e-22,146.529004
4.0600812016e-01,3.0194384992e-34,-3.0555715071e-34,9.8470885169e-22,146.529004
4.0602812056e-01,3.0690436049e-34,-2.9934644299e-34,9.8470885169e-22,146.529004
4.0604812096e-01,3.1173999305e-34,-2.9305804139e-34,9.8470885169e-22,146.529004
4.0606812136e-01,3.1644959054e-34,-2.8669440902e-34,9.8470885169e-22,146.529004
4.0608812176e-01,3.2103204367e-34,-2.8025802494e-34,9.8470885169e-22,146.529004
4.0610812216e-01,3.2548629111e-34,-2.7375138322e-34,9.8470885169e-22,146.529004
4.0612812256e-01,3.2981131967e-34,-2.6717699202e-34,9.8470885169e-22,146.529004
4.0614812296e-01,3.3400616443e-34,-2.6053737267e-34,9.8470885169e-22,146.529004
4.0616812336e-01,3.3806990890e-34,-2.5383505880e-34,9.8470885169e-22,146.529004
4.0618812376e-01,3.4200168515e-34,-2.4707259536e-34,9.8470885169e-22,146.529004
4.0620812416e-01,3.4580067386e-34,-2.4025253775e-34,9.8470885169e-22,146.529004
4.0622812456e-01,3.4946610449e-34,-2.3337745088e-34,9.8470885169e-22,146.529004
4.0624812496e-01,3.5299725526e-34,-2.2644990826e-34,9.8470885169e-22,146.529004
4.0626812536e-01,3.5639345327e-34,-2.1947249110e-34,9.8470885169e-22,146.529004
4.0628812576e-01,3.5965407451e-34,-2.1244778736e-34,9.8470885169e-22,146.529004
4.0630812616e-01,3.6277854386e-34,-2.0537839087e-34,9.8470885169e-22,146.529004
4.0632812656e-01,3.6576633512e-34,-1.9826690041e-34,9.8470885169e-22,146.529004
4.0634812696e-01,3.6861697100e-34,-1.9111591879e-34,9.8470885169e-22,146.529004
4.0636812736e-01,3.7133002306e-34,-1.8392805195e-34,9.8470885169e-22,146.529004
4.0638812776e-01,3.7390511167e-34,-1.7670590806e-34,9.8470885169e-22,146.529004
4.0640812816e-01,3.7634190595e-34,-1.6945209661e-34,9.8470885169e-22,146.529004
4.0642812856e-01,3.7864012371e-34,-1.6216922751e-34,9.8470885169e-22,146.529004
4.0644812896e-01,3.8079953131e-34,-1.5485991022e-34,9.8470885169e-22,146.529004
4.0646812936e-01,3.8281994358e-34,-1.4752675281e-34,9.8470885169e-22,146.529004
4.0648812976e-01,3.8470122366e-34,-1.4017236111e-34,9.8470885169e-22,146.529004
4.0650813016e-01,3.8644328288e-34,-1.3279933784e-34,9.8470885169e-22,146.529004
4.0652813056e-01,3.8804608061e-34,-1.2541028168e-34,9.8470885169e-22,146.529004
4.0654813096e-01,3.8950962402e-34,-1.1800778643e-34,9.8470885169e-22,146.529004
4.0656813136e-01,3.9083396797e-34,-1.1059444014e-34,9.8470885169e-22,146.529004
4.0658813176e-01,3.9201921473e-34,-1.0317282425e-34,9.8470885169e-22,146.529004
4.0660813216e-01,3.9306551379e-34,-9.5745512721e-35,9.8470885169e-22,146.529004
4.0662813256e-01,3.9397306163e-34,-8.8315071186e-35,9.8470885169e-22,146.529004
4.0664813296e-01,3.9474210143e-34,-8.0884056110e-35,9.8470885169e-22,146.529004
4.0666813336e-01,3.9537292284e-34,-7.3455013947e-35,9.8470885169e-22,146.529004
4.0668813376e-01,3.9586586165e-34,-6.6030480312e-35,9.8470885169e-22,146.529004
4.0670813416e-01,3.9622129955e-34,-5.8612979152e-35,9.8470885169e-22,146.529004
4.0672813456e-01,3.9643966375e-34,-5.1205021932e-35,9.8470885169e-22,146.529004
4.0674813496e-01,3.9652142671e-34,-4.3809106822e-35,9.8470885169e-22,146.529004
4.0676813536e-01,3.9646710574e-34,-3.6427717898e-35,9.8470885169e-22,146.529004
4.0678813576e-01,3.9627726273e-34,-2.9063324345e-35,9.8470885169e-22,146.529004
4.0680813616e-01,3.9595250366e-34,-2.1718379671e-35,9.8470885169e-22,146.529004
4.0682813656e-01,3.9549347834e-34,-1.4395320932e-35,9.8470885169e-22,146.529004
4.0684813696e-01,3.9490087992e-34,-7.0965679624e-36,9.8470885169e-22,146.529004
4.0686813736e-01,3.9417544452e-34,1.7547738643e-37,9.8470885169e-22,146.529004
4.0688813776e-01,3.9331795082e-34,7.4184319949e-36,9.8470885169e-22,146.529004
4.0690813816e-01,3.9232921957e-34,1.4629932217e-35,9.8470885169e-22,146.529004
4.0692813856e-01,3.9121011321e-34,2.1807634611e-35,9.8470885169e-22,146.529004
4.0694813896e-01,3.8996153535e-34,2.8949216664e-35,9.8470885169e-22,146.529004
4.0696813936e-01,3.8858443034e-34,3.6052377498e-35,9.8470885169e-22,146.529004
4.0698813976e-01,3.8707978275e-34,4.3114838577e-35,9.8470885169e-22,146.529004
4.0700814016e-01,3.8544861688e-34,5.0134344395e-35,9.8470885169e-22,146.529004
4.0702814056e-01,3.8369199627e-34,5.7108663158e-35,9.8470885169e-22,146.529004
4.0704814096e-01,3.8181102317e-34,6.4035587449e-35,9.8470885169e-22,146.529004
4.0706814136e-01,3.7980683799e-34,7.0912934893e-35,9.8470885169e-22,146.529004
4.0708814176e-01,3.7768061878e-34,7.7738548799e-35,9.8470885169e-22,146.529004
4.0710814216e-01,3.7543358068e-34,8.4510298799e-35,9.8470885169e-22,146.529004
4.0712814256e-01,3.7306697531e-34,9.1226081470e-35,9.8470885169e-22,146.529004
4.0714814296e-01,3.7058209026e-34,9.7883820948e-35,9.8470885169e-22,146.529004
4.0716814336e-01,3.6798024847e-34,1.0448146953e-34,9.8470885169e-22,146.529004
4.0718814376e-01,3.6526280764e-34,1.1101700826e-34,9.8470885169e-22,146.529004
4.0720814416e-01,3.6243115961e-34,1.1748844750e-34,9.8470885169e-22,146.529004
4.0722814456e-01,3.5948672980e-34,1.2389382751e-34,9.8470885169e-22,146.529004
4.0724814496e-01,3.5643097652e-34,1.3023121900e-34,9.8470885169e-22,146.529004
4.0726814536e-01,3.5326539038e-34,1.3649872362e-34,9.8470885169e-22,146.529004
4.0728814576e-01,3.4999149367e-34,1.4269447458e-34,9.8470885169e-22,146.529004
4.0730814616e-01,3.4661083964e-34,1.4881663705e-34,9.8470885169e-22,146.529004
4.0732814656e-01,3.4312501192e-34,1.5486340878e-34,9.8470885169e-22,146.529004
4.0734814696e-01,3.3953562383e-34,1.6083302048e-34,9.8470885169e-22,146.529004
4.0736814736e-01,3.3584431769e-34,1.6672373635e-34,9.8470885169e-22,146.529004
4.0738814776e-01,3.3205276416e-34,1.7253385456e-34,9.8470885169e-22,146.529004
4.0740814816e-01,3.2816266155e-34,1.7826170762e-34,9.8470885169e-22,146.529004
4.0742814856e-01,3.2417573515e-34,1.8390566291e-34,9.8470885169e-22,146.529004
4.0744814896e-01,3.2009373649e-34,1.8946412302e-34,9.8470885169e-22,146.529004
4.0746814936e-01,3.1591844266e-34,1.9493552620e-34,9.8470885169e-22,146.529004
4.0748814976e-01,3.1165165561e-34,2.0031834674e-34,9.8470885169e-22,146.529004
4.0750815016e-01,3.0729520142e-34,2.0561109534e-34,9.8470885169e-22,146.529004
4.0752815056e-01,3.0285092956e-34,2.1081231950e-34,9.8470885169e-22,146.529004
4.0754815096e-01,2.9832071221e-34,2.1592060384e-34,9.8470885169e-22,146.529004
4.0756815136e-01,2.9370644348e-34,2.2093457045e-34,9.8470885169e-22,146.529004
4.0758815176e-01,2.8901003871e-34,2.2585287922e-34,9.8470885169e-22,146.529004
4.0760815216e-01,2.8423343369e-34,2.3067422815e-34,9.8470885169e-22,146.529004
4.0762815256e-01,2.7937858398e-34,2.3539735360e-34,9.8470885169e-22,146.529004
4.0764815296e-01,2.7444746410e-34,2.4002103065e-34,9.8470885169e-22,146.529004
4.0766815336e-01,2.6944206678e-34,2.4454407327e-34,9.8470885169e-22,146.529004
4.0768815376e-01,2.6436440227e-34,2.4896533465e-34,9.8470885169e-22,146.529004
4.0770815416e-01,2.5921649749e-34,2.5328370740e-34,9.8470885169e-22,146.529004
4.0772815456e-01,2.5400039536e-34,2.5749812378e-34,9.8470885169e-22,146.529004
4.0774815496e-01,2.4871815397e-34,2.6160755588e-34,9.8470885169e-22,146.529004
4.0776815536e-01,2.4337184583e-34,2.6561101588e-34,9.8470885169e-22,146.529004
4.0778815576e-01,2.3796355713e-34,2.6950755614e-34,9.8470885169e-22,146.529004
4.0780815616e-01,2.3249538694e-34,2.7329626944e-34,9.8470885169e-22,146.529004
4.0782815656e-01,2.2696944646e-34,2.7697628909e-34,9.8470885169e-22,146.529004
4.0784815696e-01,2.2138785823e-34,2.8054678907e-34,9.8470885169e-22,146.529004
4.0786815736e-01,2.1575275539e-34,2.8400698415e-34,9.8470885169e-22,146.529004
4.0788815776e-01,2.1006628086e-34,2.8735613002e-34,9.8470885169e-22,146.529004
4.0790815816e-01,2.0433058661e-34,2.9059352333e-34,9.8470885169e-22,146.529004
4.0792815856e-01,1.9854783287e-34,2.9371850183e-34,9.8470885169e-22,146.529004
4.0794815896e-01,1.9272018734e-34,2.9673044439e-34,9.8470885169e-22,146.529004
4.0796815936e-01,1.8684982447e-34,2.9962877104e-34,9.8470885169e-22,146.529004
4.0798815976e-01,1.8093892461e-34,3.0241294305e-34,9.8470885169e-22,146.529004
4.0800816016e-01,1.7498967333e-34,3.0508246292e-34,9.8470885169e-22,146.529004
4.0802816056e-01,1.6900426058e-34,3.0763687438e-34,9.8470885169e-22,146.529004
4.0804816096e-01,1.6298487994e-34,3.1007576240e-34,9.8470885169e-22,146.529004
4.0806816136e-01,1.5693372790e-34,3.1239875316e-34,9.8470885169e-22,146.529004
4.0808816176e-01,1.5085300301e-34,3.1460551399e-34,9.8470885169e-22,146.529004
4.0810816216e-01,1.4474490520e-34,3.1669575338e-34,9.8470885169e-22,146.529004
4.0812816256e-01,1.3861163499e-34,3.1866922084e-34,9.8470885169e-22,146.529004
4.0814816296e-01,1.3245539271e-34,3.2052570688e-34,9.8470885169e-22,146.529004
4.0816816336e-01,1.2627837780e-34,3.2226504289e-34,9.8470885169e-22,146.529004
4.0818816376e-01,1.2008278802e-34,3.2388710106e-34,9.8470885169e-22,146.529004
4.0820816416e-01,1.1387081870e-34,3.2539179421e-34,9.8470885169e-22,146.529004
4.0822816456e-01,1.0764466204e-34,3.2677907572e-34,9.8470885169e-22,146.529004
4.0824816496e-01,1.0140650633e-34,3.2804893934e-34,9.8470885169e-22,146.529004
4.0826816536e-01,9.5158535238e-35,3.2920141904e-34,9.8470885169e-22,146.529004
4.0828816576e-01,8.8902927067e-35,3.3023658886e-34,9.8470885169e-22,146.529004
4.0830816616e-01,8.2641854050e-35,3.3115456270e-34,9.8470885169e-22,146.529004
4.0832816656e-01,7.6377481612e-35,3.3195549412e-34,9.8470885169e-22,146.529004
4.0834816696e-01,7.0111967666e-35,3.3263957616e-34,9.8470885169e-22,146.529004
4.0836816736e-01,6.3847461900e-35,3.3320704108e-34,9.8470885169e-22,146.529004
4.0838816776e-01,5.7586105077e-35,3.3365816013e-34,9.8470885169e-22,146.529004
4.0840816816e-01,5.1330028332e-35,3.3399324334e-34,9.8470885169e-22,146.529004
4.0842816856e-01,4.5081352489e-35,3.3421263920e-34,9.8470885169e-22,146.529004
4.0844816896e-01,3.8842187368e-35,3.3431673444e-34,9.8470885169e-22,146.529004
4.0846816936e-01,3.2614631112e-35,3.3430595371e-34,9.8470885169e-22,146.529004
