time_s,h_plus,h_cross,amplitude,frequency_Hz
2.3408468169e-01,-5.1912648487e-27,-1.1455725803e-26,9.8470885169e-22,146.529004
2.3410468209e-01,-4.9695047233e-27,-1.1526292849e-26,9.8470885169e-22,146.529004
2.3412468249e-01,-4.7469284691e-27,-1.1592631914e-26,9.8470885169e-22,146.529004
2.3414468289e-01,-4.5236155479e-27,-1.1654737165e-26,9.8470885169e-22,146.529004
2.3416468329e-01,-4.2996453565e-27,-1.1712604240e-26,9.8470885169e-22,146.529004
2.3418468369e-01,-4.0750971997e-27,-1.1766230247e-26,9.8470885169e-22,146.529004
2.3420468409e-01,-3.8500502635e-27,-1.1815613755e-26,9.8470885169e-22,146.529004
2.3422468449e-01,-3.6245835888e-27,-1.1860754794e-26,9.8470885169e-22,146.529004
2.3424468489e-01,-3.3987760444e-27,-1.1901654845e-26,9.8470885169e-22,146.529004
2.3426468529e-01,-3.1727063012e-27,-1.1938316836e-26,9.8470885169e-22,146.529004
2.3428468569e-01,-2.9464528056e-27,-1.1970745134e-26,9.8470885169e-22,146.529004
2.3430468609e-01,-2.7200937539e-27,-1.1998945536e-26,9.8470885169e-22,146.529004
2.3432468649e-01,-2.4937070662e-27,-1.2022925267e-26,9.8470885169e-22,146.529004
2.3434468689e-01,-2.2673703612e-27,-1.2042692966e-26,9.8470885169e-22,146.529004
2.3436468729e-01,-2.0411609306e-27,-1.2058258679e-26,9.8470885169e-22,146.529004
2.3438468769e-01,-1.8151557137e-27,-1.2069633852e-26,9.8470885169e-22,146.529004
2.3440468809e-01,-1.5894312730e-27,-1.2076831319e-26,9.8470885169e-22,146.529004
2.3442468849e-01,-1.3640637692e-27,-1.2079865294e-26,9.8470885169e-22,146.529004
2.3444468889e-01,-1.1391289368e-27,-1.2078751360e-26,9.8470885169e-22,146.529004
2.3446468929e-01,-9.1470205959e-28,-1.2073506456e-26,9.8470885169e-22,146.529004
2.3448468969e-01,-6.9085794713e-28,-1.2064148870e-26,9.8470885169e-22,146.529004
2.3450469009e-01,-4.6767091074e-28,-1.2050698223e-26,9.8470885169e-22,146.529004
2.3452469049e-01,-2.4521474012e-28,-1.2033175461e-26,9.8470885169e-22,146.529004
2.3454469089e-01,-2.3562680160e-29,-1.2011602838e-26,9.8470885169e-22,146.529004
2.3456469129e-01,1.9721259193e-28,-1.1986003909e-26,9.8470885169e-22,146.529004
2.3458469169e-01,4.1703898928e-28,-1.1956403511e-26,9.8470885169e-22,146.529004
2.3460469209e-01,6.3584503767e-28,-1.1922827752e-26,9.8470885169e-22,146.529004
2.3462469249e-01,8.5355989752e-28,-1.1885303998e-26,9.8470885169e-22,146.529004
2.3464469289e-01,1.0701133857e-27,-1.1843860856e-26,9.8470885169e-22,146.529004
2.3466469329e-01,1.2854359968e-27,-1.1798528163e-26,9.8470885169e-22,146.529004
2.3468469369e-01,1.4994589243e-27,-1.1749336965e-26,9.8470885169e-22,146.529004
2.3470469409e-01,1.7121140814e-27,-1.1696319510e-26,9.8470885169e-22,146.529004
2.3472469449e-01,1.9233341214e-27,-1.1639509221e-26,9.8470885169e-22,146.529004
2.3474469489e-01,2.1330524578e-27,-1.1578940692e-26,9.8470885169e-22,146.529004
2.3476469529e-01,2.3412032839e-27,-1.1514649663e-26,9.8470885169e-22,146.529004
2.3478469569e-01,2.5477215926e-27,-1.1446673005e-26,9.8470885169e-22,146.529004
2.3480469609e-01,2.7525431951e-27,-1.1375048705e-26,9.8470885169e-22,146.529004
2.3482469649e-01,2.9556047397e-27,-1.1299815846e-26,9.8470885169e-22,146.529004
2.3484469689e-01,3.1568437305e-27,-1.1221014593e-26,9.8470885169e-22,146.529004
2.3486469729e-01,3.3561985447e-27,-1.1138686169e-26,9.8470885169e-22,146.529004
2.3488469769e-01,3.5536084508e-27,-1.1052872843e-26,9.8470885169e-22,146.529004
2.3490469809e-01,3.7490136256e-27,-1.0963617906e-26,9.8470885169e-22,146.529004
2.3492469849e-01,3.9423551711e-27,-1.0870965656e-26,9.8470885169e-22,146.529004
2.3494469889e-01,4.1335751308e-27,-1.0774961377e-26,9.8470885169e-22,146.529004
2.3496469929e-01,4.3226165062e-27,-1.0675651320e-26,9.8470885169e-22,146.529004
2.3498469969e-01,4.5094232720e-27,-1.0573082681e-26,9.8470885169e-22,146.529004
2.3500470009e-01,4.6939403917e-27,-1.0467303587e-26,9.8470885169e-22,146.529004
2.3502470049e-01,4.8761138325e-27,-1.0358363070e-26,9.8470885169e-22,146.529004
2.3504470089e-01,5.0558905796e-27,-1.0246311048e-26,9.8470885169e-22,146.529004
2.3506470129e-01,5.2332186505e-27,-1.0131198306e-26,9.8470885169e-22,146.529004
2.3508470169e-01,5.4080471084e-27,-1.0013076475e-26,9.8470885169e-22,146.529004
2.3510470209e-01,5.5803260759e-27,-9.8919980075e-27,9.8470885169e-22,146.529004
2.3512470249e-01,5.7500067473e-27,-9.7680161612e-27,9.8470885169e-22,146.529004
2.3514470289e-01,5.9170414015e-27,-9.6411849743e-27,9.8470885169e-22,146.529004
2.3516470329e-01,6.0813834138e-27,-9.5115592452e-27,9.8470885169e-22,146.529004
2.3518470369e-01,6.2429872676e-27,-9.3791945098e-27,9.8470885169e-22,146.529004
2.3520470409e-01,6.4018085652e-27,-9.2441470206e-27,9.8470885169e-22,146.529004
2.3522470449e-01,6.5578040391e-27,-9.1064737235e-27,9.8470885169e-22,146.529004
2.3524470489e-01,6.7109315618e-27,-8.9662322365e-27,9.8470885169e-22,146.529004
2.3526470529e-01,6.8611501561e-27,-8.8234808267e-27,9.8470885169e-22,146.529004
2.3528470569e-01,7.0084200040e-27,-8.6782783878e-27,9.8470885169e-22,146.529004
2.3530470609e-01,7.1527024564e-27,-8.5306844178e-27,9.8470885169e-22,146.529004
2.3532470649e-01,7.2939600410e-27,-8.3807589957e-27,9.8470885169e-22,146.529004
2.3534470689e-01,7.4321564708e-27,-8.2285627590e-27,9.8470885169e-22,146.529004
2.3536470729e-01,7.5672566518e-27,-8.0741568807e-27,9.8470885169e-22,146.529004
2.3538470769e-01,7.6992266901e-27,-7.9176030460e-27,9.8470885169e-22,146.529004
2.3540470809e-01,7.8280338987e-27,-7.7589634292e-27,9.8470885169e-22,146.529004
2.3542470849e-01,7.9536468040e-27,-7.5983006707e-27,9.8470885169e-22,146.529004
2.3544470889e-01,8.0760351519e-27,-7.4356778531e-27,9.8470885169e-22,146.529004
2.3546470929e-01,8.1951699127e-27,-7.2711584788e-27,9.8470885169e-22,146.529004
2.3548470969e-01,8.3110232867e-27,-7.1048064455e-27,9.8470885169e-22,146.529004
2.3550471009e-01,8.4235687087e-27,-6.9366860235e-27,9.8470885169e-22,146.529004
2.3552471049e-01,8.5327808521e-27,-6.7668618321e-27,9.8470885169e-22,146.529004
2.3554471089e-01,8.6386356324e-27,-6.5953988157e-27,9.8470885169e-22,146.529004
2.3556471129e-01,8.7411102110e-27,-6.4223622207e-27,9.8470885169e-22,146.529004
2.3558471169e-01,8.8401829976e-27,-6.2478175716e-27,9.8470885169e-22,146.529004
2.3560471209e-01,8.9358336528e-27,-6.0718306479e-27,9.8470885169e-22,146.529004
2.3562471249e-01,9.0280430899e-27,-5.8944674600e-27,9.8470885169e-22,146.529004
2.3564471289e-01,9.1167934769e-27,-5.7157942261e-27,9.8470885169e-22,146.529004
2.3566471329e-01,9.2020682370e-27,-5.5358773488e-27,9.8470885169e-22,146.529004
2.3568471369e-01,9.2838520495e-27,-5.3547833910e-27,9.8470885169e-22,146.529004
2.3570471409e-01,9.3621308502e-27,-5.1725790531e-27,9.8470885169e-22,146.529004
2.3572471449e-01,9.4368918311e-27,-4.9893311494e-27,9.8470885169e-22,146.529004
2.3574471489e-01,9.5081234396e-27,-4.8051065846e-27,9.8470885169e-22,146.529004
2.3576471529e-01,9.5758153776e-27,-4.6199723310e-27,9.8470885169e-22,146.529004
2.3578471569e-01,9.6399586000e-27,-4.4339954046e-27,9.8470885169e-22,146.529004
2.3580471609e-01,9.7005453129e-27,-4.2472428426e-27,9.8470885169e-22,146.529004
2.3582471649e-01,9.7575689709e-27,-4.0597816802e-27,9.8470885169e-22,146.529004
2.3584471689e-01,9.8110242750e-27,-3.8716789275e-27,9.8470885169e-22,146.529004
2.3586471729e-01,9.8609071686e-27,-3.6830015466e-27,9.8470885169e-22,146.529004
2.3588471769e-01,9.9072148348e-27,-3.4938164293e-27,9.8470885169e-22,146.529004
2.3590471809e-01,9.9499456917e-27,-3.3041903740e-27,9.8470885169e-22,146.529004
2.3592471849e-01,9.9890993885e-27,-3.1141900634e-27,9.8470885169e-22,146.529004
2.3594471889e-01,1.0024676800e-26,-2.9238820424e-27,9.8470885169e-22,146.529004
2.3596471929e-01,1.0056680024e-26,-2.7333326952e-27,9.8470885169e-22,146.529004
2.3598471969e-01,1.0085112370e-26,-2.5426082238e-27,9.8470885169e-22,146.529004
2.3600472009e-01,1.0109978360e-26,-2.3517746260e-27,9.8470885169e-22,146.529004
2.3602472049e-01,1.0131283717e-26,-2.1608976733e-27,9.8470885169e-22,146.529004
2.3604472089e-01,1.0149035361e-26,-1.9700428895e-27,9.8470885169e-22,146.529004
2.3606472129e-01,1.0163241403e-26,-1.7792755294e-27,9.8470885169e-22,146.529004
2.3608472169e-01,1.0173911131e-26,-1.5886605571e-27,9.8470885169e-22,146.529004
2.3610472209e-01,1.0181055011e-26,-1.3982626255e-27,9.8470885169e-22,146.529004
2.3612472249e-01,1.0184684672e-26,-1.2081460547e-27,9.8470885169e-22,146.529004
2.3614472289e-01,1.0184812901e-26,-1.0183748121e-27,9.8470885169e-22,146.529004
2.3616472329e-01,1.0181453631e-26,-8.2901249122e-28,9.8470885169e-22,146.529004
2.3618472369e-01,1.0174621936e-26,-6.4012229185e-28,9.8470885169e-22,146.529004
2.3620472409e-01,1.0164334016e-26,-4.5176699980e-28,9.8470885169e-22,146.529004
2.3622472449e-01,1.0150607191e-26,-2.6400896709e-28,9.8470885169e-22,146.529004
2.3624472489e-01,1.0133459889e-26,-7.6910092340e-29,9.8470885169e-22,146.529004
2.3626472529e-01,1.0112911637e-26,1.0946819860e-28,9.8470885169e-22,146.529004
2.3628472569e-01,1.0088983045e-26,2.9506497180e-28,9.8470885169e-22,146.529004
2.3630472609e-01,1.0061695802e-26,4.7981980418e-28,9.8470885169e-22,146.529004
2.3632472649e-01,1.0031072656e-26,6.6367280210e-28,9.8470885169e-22,146.529004
2.3634472689e-01,9.9971374115e-27,8.4656461980e-28,9.8470885169e-22,146.529004
2.3636472729e-01,9.9599149074e-27,1.0284364775e-27,9.8470885169e-22,146.529004
2.3638472769e-01,9.9194310109e-27,1.2092301793e-27,9.8470885169e-22,146.529004
2.3640472809e-01,9.8757126026e-27,1.3888881308e-27,9.8470885169e-22,146.529004
2.3642472849e-01,9.8287875626e-27,1.5673533562e-27,9.8470885169e-22,146.529004
2.3644472889e-01,9.7786847581e-27,1.7445695157e-27,9.8470885169e-22,146.529004
2.3646472929e-01,9.7254340286e-27,1.9204809219e-27,9.8470885169e-22,146.529004
2.3648472969e-01,9.6690661724e-27,2.0950325566e-27,9.8470885169e-22,146.529004
2.3650473009e-01,9.6096129323e-27,2.2681700866e-27,9.8470885169e-22,146.529004
2.3652473049e-01,9.5471069802e-27,2.4398398799e-27,9.8470885169e-22,146.529004
2.3654473089e-01,9.4815819033e-27,2.6099890210e-27,9.8470885169e-22,146.529004
2.3656473129e-01,9.4130721880e-27,2.7785653264e-27,9.8470885169e-22,146.529004
2.3658473169e-01,9.3416132050e-27,2.9455173592e-27,9.8470885169e-22,146.529004
2.3660473209e-01,9.2672411936e-27,3.1107944441e-27,9.8470885169e-22,146.529004
2.3662473249e-01,9.1899932456e-27,3.2743466816e-27,9.8470885169e-22,146.529004
2.3664473289e-01,9.1099072896e-27,3.4361249619e-27,9.8470885169e-22,146.529004
2.3666473329e-01,9.0270220742e-27,3.5960809784e-27,9.8470885169e-22,146.529004
2.3668473369e-01,8.9413771518e-27,3.7541672416e-27,9.8470885169e-22,146.529004
2.3670473409e-01,8.8530128618e-27,3.9103370915e-27,9.8470885169e-22,146.529004
2.3672473449e-01,8.7619703136e-27,4.0645447105e-27,9.8470885169e-22,146.529004
2.3674473489e-01,8.6682913693e-27,4.2167451358e-27,9.8470885169e-22,146.529004
2.3676473529e-01,8.5720186267e-27,4.3668942712e-27,9.8470885169e-22,146.529004
2.3678473569e-01,8.4731954013e-27,4.5149488990e-27,9.8470885169e-22,146.529004
2.3680473609e-01,8.3718657093e-27,4.6608666909e-27,9.8470885169e-22,146.529004
2.3682473649e-01,8.2680742491e-27,4.8046062193e-27,9.8470885169e-22,146.529004
2.3684473689e-01,8.1618663833e-27,4.9461269679e-27,9.8470885169e-22,146.529004
2.3686473729e-01,8.0532881211e-27,5.0853893415e-27,9.8470885169e-22,146.529004
2.3688473769e-01,7.9423860993e-27,5.2223546763e-27,9.8470885169e-22,146.529004
2.3690473809e-01,7.8292075643e-27,5.3569852494e-27,9.8470885169e-22,146.529004
2.3692473849e-01,7.7138003532e-27,5.4892442878e-27,9.8470885169e-22,146.529004
2.3694473889e-01,7.5962128752e-27,5.6190959770e-27,9.8470885169e-22,146.529004
2.3696473929e-01,7.4764940926e-27,5.7465054701e-27,9.8470885169e-22,146.529004
2.3698473969e-01,7.3546935021e-27,5.8714388950e-27,9.8470885169e-22,146.529004
2.3700474009e-01,7.2308611154e-27,5.9938633630e-27,9.8470885169e-22,146.529004
2.3702474049e-01,7.1050474403e-27,6.1137469753e-27,9.8470885169e-22,146.529004
2.3704474089e-01,6.9773034613e-27,6.2310588307e-27,9.8470885169e-22,146.529004
2.3706474129e-01,6.8476806201e-27,6.3457690315e-27,9.8470885169e-22,146.529004
2.3708474169e-01,6.7162307966e-27,6.4578486904e-27,9.8470885169e-22,146.529004
2.3710474209e-01,6.5830062887e-27,6.5672699359e-27,9.8470885169e-22,146.529004
2.3712474249e-01,6.4480597934e-27,6.6740059179e-27,9.8470885169e-22,146.529004
2.3714474289e-01,6.3114443869e-27,6.7780308130e-27,9.8470885169e-22,146.529004
2.3716474329e-01,6.1732135047e-27,6.8793198288e-27,9.8470885169e-22,146.529004
2.3718474369e-01,6.0334209224e-27,6.9778492089e-27,9.8470885169e-22,146.529004
2.3720474409e-01,5.8921207351e-27,7.0735962362e-27,9.8470885169e-22,146.529004
2.3722474449e-01,5.7493673387e-27,7.1665392373e-27,9.8470885169e-22,146.529004
2.3724474489e-01,5.6052154089e-27,7.2566575851e-27,9.8470885169e-22,146.529004
2.3726474529e-01,5.4597198825e-27,7.3439317018e-27,9.8470885169e-22,146.529004
2.3728474569e-01,5.3129359367e-27,7.4283430617e-27,9.8470885169e-22,146.529004
2.3730474609e-01,5.1649189694e-27,7.5098741933e-27,9.8470885169e-22,146.529004
2.3732474649e-01,5.0157245798e-27,7.5885086807e-27,9.8470885169e-22,146.529004
2.3734474689e-01,4.8654085482e-27,7.6642311655e-27,9.8470885169e-22,146.529004
2.3736474729e-01,4.7140268160e-27,7.7370273474e-27,9.8470885169e-22,146.529004
2.3738474769e-01,4.5616354665e-27,7.8068839851e-27,9.8470885169e-22,146.529004
2.3740474809e-01,4.4082907044e-27,7.8737888967e-27,9.8470885169e-22,146.529004
2.3742474849e-01,4.2540488368e-27,7.9377309595e-27,9.8470885169e-22,146.529004
2.3744474889e-01,4.0989662530e-27,7.9987001094e-27,9.8470885169e-22,146.529004
2.3746474929e-01,3.9430994049e-27,8.0566873406e-27,9.8470885169e-22,146.529004
2.3748474969e-01,3.7865047877e-27,8.1116847039e-27,9.8470885169e-22,146.529004
2.3750475010e-01,3.6292389203e-27,8.1636853057e-27,9.8470885169e-22,146.529004
2.3752475050e-01,3.4713583256e-27,8.2126833058e-27,9.8470885169e-22,146.529004
2.3754475090e-01,3.3129195114e-27,8.2586739153e-27,9.8470885169e-22,146.529004
2.3756475130e-01,3.1539789512e-27,8.3016533943e-27,9.8470885169e-22,146.529004
2.3758475170e-01,2.9945930645e-27,8.3416190484e-27,9.8470885169e-22,146.529004
2.3760475210e-01,2.8348181982e-27,8.3785692260e-27,9.8470885169e-22,146.529004
2.3762475250e-01,2.6747106077e-27,8.4125033144e-27,9.8470885169e-22,146.529004
2.3764475290e-01,2.5143264372e-27,8.4434217363e-27,9.8470885169e-22,146.529004
2.3766475330e-01,2.3537217020e-27,8.4713259447e-27,9.8470885169e-22,146.529004
2.3768475370e-01,2.1929522688e-27,8.4962184191e-27,9.8470885169e-22,146.529004
2.3770475410e-01,2.0320738382e-27,8.5181026602e-27,9.8470885169e-22,146.529004
2.3772475450e-01,1.8711419252e-27,8.5369831845e-27,9.8470885169e-22,146.529004
2.3774475490e-01,1.7102118418e-27,8.5528655190e-27,9.8470885169e-22,146.529004
2.3776475530e-01,1.5493386787e-27,8.5657561951e-27,9.8470885169e-22,146.529004
2.3778475570e-01,1.3885772868e-27,8.5756627424e-27,9.8470885169e-22,146.529004
2.3780475610e-01,1.2279822601e-27,8.5825936821e-27,9.8470885169e-22,146.529004
2.3782475650e-01,1.0676079175e-27,8.5865585201e-27,9.8470885169e-22,146.529004
2.3784475690e-01,9.0750828561e-28,8.5875677399e-27,9.8470885169e-22,146.529004
2.3786475730e-01,7.4773708120e-28,8.5856327951e-27,9.8470885169e-22,146.529004
2.3788475770e-01,5.8834769425e-28,8.5807661015e-27,9.8470885169e-22,146.529004
2.3790475810e-01,4.2939317083e-28,8.5729810291e-27,9.8470885169e-22,146.529004
2.3792475850e-01,2.7092619638e-28,8.5622918938e-27,9.8470885169e-22,146.529004
2.3794475890e-01,1.1299907909e-28,8.5487139485e-27,9.8470885169e-22,146.529004
2.3796475930e-01,-4.4336266518e-29,8.5322633743e-27,9.8470885169e-22,146.529004
2.3798475970e-01,-2.0102833575e-28,8.5129572711e-27,9.8470885169e-22,146.529004
2.3800476010e-01,-3.5702604977e-28,8.4908136484e-27,9.8470885169e-22,146.529004
2.3802476050e-01,-5.1227877140e-28,8.4658514151e-27,9.8470885169e-22,146.529004
2.3804476090e-01,-6.6673632065e-28,8.4380903698e-27,9.8470885169e-22,146.529004
2.3806476130e-01,-8.2034899011e-28,8.4075511901e-27,9.8470885169e-22,146.529004
2.3808476170e-01,-9.7306756006e-28,8.3742554223e-27,9.8470885169e-22,146.529004
2.3810476210e-01,-1.1248433134e-27,8.3382254705e-27,9.8470885169e-22,146.529004
2.3812476250e-01,-1.2756280503e-27,8.2994845854e-27,9.8470885169e-22,146.529004
2.3814476290e-01,-1.4253741026e-27,8.2580568530e-27,9.8470885169e-22,146.529004
2.3816476330e-01,-1.5740343481e-27,8.2139671832e-27,9.8470885169e-22,146.529004
2.3818476370e-01,-1.7215622245e-27,8.1672412977e-27,9.8470885169e-22,146.529004
2.3820476410e-01,-1.8679117429e-27,8.1179057181e-27,9.8470885169e-22,146.529004
2.3822476450e-01,-2.0130375018e-27,8.0659877536e-27,9.8470885169e-22,146.529004
2.3824476490e-01,-2.1568946994e-27,8.0115154885e-27,9.8470885169e-22,146.529004
2.3826476530e-01,-2.2994391476e-27,7.9545177696e-27,9.8470885169e-22,146.529004
2.3828476570e-01,-2.4406272837e-27,7.8950241931e-27,9.8470885169e-22,146.529004
2.3830476610e-01,-2.5804161836e-27,7.8330650916e-27,9.8470885169e-22,146.529004
2.3832476650e-01,-2.7187635734e-27,7.7686715206e-27,9.8470885169e-22,146.529004
2.3834476690e-01,-2.8556278416e-27,7.7018752453e-27,9.8470885169e-22,146.529004
2.3836476730e-01,-2.9909680507e-27,7.6327087266e-27,9.8470885169e-22,146.529004
2.3838476770e-01,-3.1247439481e-27,7.5612051075e-27,9.8470885169e-22,146.529004
2.3840476810e-01,-3.2569159778e-27,7.4873981984e-27,9.8470885169e-22,146.529004
2.3842476850e-01,-3.3874452906e-27,7.4113224639e-27,9.8470885169e-22,146.529004
2.3844476890e-01,-3.5162937550e-27,7.3330130073e-27,9.8470885169e-22,146.529004
2.3846476930e-01,-3.6434239670e-27,7.2525055569e-27,9.8470885169e-22,146.529004
2.3848476970e-01,-3.7687992603e-27,7.1698364505e-27,9.8470885169e-22,146.529004
2.3850477010e-01,-3.8923837159e-27,7.0850426213e-27,9.8470885169e-22,146.529004
2.3852477050e-01,-4.0141421711e-27,6.9981615823e-27,9.8470885169e-22,146.529004
2.3854477090e-01,-4.1340402290e-27,6.9092314113e-27,9.8470885169e-22,146.529004
2.3856477130e-01,-4.2520442668e-27,6.8182907360e-27,9.8470885169e-22,146.529004
2.3858477170e-01,-4.3681214444e-27,6.7253787177e-27,9.8470885169e-22,146.529004
2.3860477210e-01,-4.4822397125e-27,6.6305350368e-27,9.8470885169e-22,146.529004
2.3862477250e-01,-4.5943678204e-27,6.5337998763e-27,9.8470885169e-22,146.529004
2.3864477290e-01,-4.7044753237e-27,6.4352139065e-27,9.8470885169e-22,146.529004
2.3866477330e-01,-4.8125325911e-27,6.3348182690e-27,9.8470885169e-22,146.529004
2.3868477370e-01,-4.9185108116e-27,6.2326545607e-27,9.8470885169e-22,146.529004
2.3870477410e-01,-5.0223820011e-27,6.1287648179e-27,9.8470885169e-22,146.529004
2.3872477450e-01,-5.1241190086e-27,6.0231914998e-27,9.8470885169e-22,146.529004
2.3874477490e-01,-5.2236955221e-27,5.9159774728e-27,9.8470885169e-22,146.529004
2.3876477530e-01,-5.3210860744e-27,5.8071659936e-27,9.8470885169e-22,146.529004
2.3878477570e-01,-5.4162660482e-27,5.6968006935e-27,9.8470885169e-22,146.529004
2.3880477610e-01,-5.5092116816e-27,5.5849255611e-27,9.8470885169e-22,146.529004
2.3882477650e-01,-5.5999000722e-27,5.4715849269e-27,9.8470885169e-22,146.529004
2.3884477690e-01,-5.6883091822e-27,5.3568234456e-27,9.8470885169e-22,146.529004
2.3886477730e-01,-5.7744178420e-27,5.2406860806e-27,9.8470885169e-22,146.529004
2.3888477770e-01,-5.8582057539e-27,5.1232180866e-27,9.8470885169e-22,146.529004
2.3890477810e-01,-5.9396534960e-27,5.0044649932e-27,9.8470885169e-22,146.529004
2.3892477850e-01,-6.0187425252e-27,4.8844725882e-27,9.8470885169e-22,146.529004
2.3894477890e-01,-6.0954551799e-27,4.7632869012e-27,9.8470885169e-22,146.529004
2.3896477930e-01,-6.1697746825e-27,4.6409541861e-27,9.8470885169e-22,146.529004
2.3898477970e-01,-6.2416851419e-27,4.5175209053e-27,9.8470885169e-22,146.529004
2.3900478010e-01,-6.3111715552e-27,4.3930337124e-27,9.8470885169e-22,146.529004
2.3902478050e-01,-6.3782198091e-27,4.2675394354e-27,9.8470885169e-22,146.529004
2.3904478090e-01,-6.4428166817e-27,4.1410850604e-27,9.8470885169e-22,146.529004
2.3906478130e-01,-6.5049498429e-27,4.0137177145e-27,9.8470885169e-22,146.529004
2.3908478170e-01,-6.5646078556e-27,3.8854846493e-27,9.8470885169e-22,146.529004
2.3910478210e-01,-6.6217801756e-27,3.7564332241e-27,9.8470885169e-22,146.529004
2.3912478250e-01,-6.6764571517e-27,3.6266108893e-27,9.8470885169e-22,146.529004
2.3914478290e-01,-6.7286300260e-27,3.4960651700e-27,9.8470885169e-22,146.529004
2.3916478330e-01,-6.7782909323e-27,3.3648436490e-27,9.8470885169e-22,146.529004
2.3918478370e-01,-6.8254328964e-27,3.2329939507e-27,9.8470885169e-22,146.529004
2.3920478410e-01,-6.8700498340e-27,3.1005637243e-27,9.8470885169e-22,146.529004
2.3922478450e-01,-6.9121365496e-27,2.9676006277e-27,9.8470885169e-22,146.529004
2.3924478490e-01,-6.9516887349e-27,2.8341523108e-27,9.8470885169e-22,146.529004
2.3926478530e-01,-6.9887029664e-27,2.7002663996e-27,9.8470885169e-22,146.529004
2.3928478570e-01,-7.0231767032e-27,2.5659904796e-27,9.8470885169e-22,146.529004
2.3930478610e-01,-7.0551082845e-27,2.4313720801e-27,9.8470885169e-22,146.529004
2.3932478650e-01,-7.0844969262e-27,2.2964586576e-27,9.8470885169e-22,146.529004
2.3934478690e-01,-7.1113427182e-27,2.1612975804e-27,9.8470885169e-22,146.529004
2.3936478730e-01,-7.1356466206e-27,2.0259361125e-27,9.8470885169e-22,146.529004
2.3938478770e-01,-7.1574104598e-27,1.8904213976e-27,9.8470885169e-22,146.529004
2.3940478810e-01,-7.1766369248e-27,1.7548004439e-27,9.8470885169e-22,146.529004
2.3942478850e-01,-7.1933295622e-27,1.6191201082e-27,9.8470885169e-22,146.529004
2.3944478890e-01,-7.2074927724e-27,1.4834270806e-27,9.8470885169e-22,146.529004
2.3946478930e-01,-7.2191318040e-27,1.3477678691e-27,9.8470885169e-22,146.529004
2.3948478970e-01,-7.2282527488e-27,1.2121887845e-27,9.8470885169e-22,146.529004
2.3950479010e-01,-7.2348625366e-27,1.0767359255e-27,9.8470885169e-22,146.529004
2.3952479050e-01,-7.2389689290e-27,9.4145516307e-28,9.8470885169e-22,146.529004
2.3954479090e-01,-7.2405805140e-27,8.0639212658e-28,9.8470885169e-22,146.529004
2.3956479130e-01,-7.2397066992e-27,6.7159218852e-28,9.8470885169e-22,146.529004
2.3958479170e-01,-7.2363577059e-27,5.3710045017e-28,9.8470885169e-22,146.529004
2.3960479210e-01,-7.2305445617e-27,4.0296172727e-28,9.8470885169e-22,146.529004
2.3962479250e-01,-7.2222790940e-27,2.6922053579e-28,9.8470885169e-22,146.529004
2.3964479290e-01,-7.2115739226e-27,1.3592107788e-28,9.8470885169e-22,146.529004
2.3966479330e-01,-7.1984424521e-27,3.1072279809e-30,9.8470885169e-22,146.529004
2.3968479370e-01,-7.1828988644e-27,-1.2917748085e-28,9.8470885169e-22,146.529004
2.3970479410e-01,-7.1649581104e-27,-2.6088987053e-28,9.8470885169e-22,146.529004
2.3972479450e-01,-7.1446359024e-27,-3.9198713128e-28,9.8470885169e-22,146.529004
2.3974479490e-01,-7.1219487051e-27,-5.2242683483e-28,9.8470885169e-22,146.529004
2.3976479530e-01,-7.0969137271e-27,-6.5216694739e-28,9.8470885169e-22,146.529004
2.3978479570e-01,-7.0695489122e-27,-7.8116584254e-28,9.8470885169e-22,146.529004
2.3980479610e-01,-7.0398729303e-27,-9.0938231378e-28,9.8470885169e-22,146.529004
2.3982479650e-01,-7.0079051681e-27,-1.0367755870e-27,9.8470885169e-22,146.529004
2.3984479690e-01,-6.9736657192e-27,-1.1633053326e-27,9.8470885169e-22,146.529004
2.3986479730e-01,-6.9371753751e-27,-1.2889316779e-27,9.8470885169e-22,146.529004
2.3988479770e-01,-6.8984556148e-27,-1.4136152184e-27,9.8470885169e-22,146.529004
2.3990479810e-01,-6.8575285949e-27,-1.5373170298e-27,9.8470885169e-22,146.529004
2.3992479850e-01,-6.8144171392e-27,-1.6599986793e-27,9.8470885169e-22,146.529004
2.3994479890e-01,-6.7691447283e-27,-1.7816222370e-27,9.8470885169e-22,146.529004
2.3996479930e-01,-6.7217354888e-27,-1.9021502862e-27,9.8470885169e-22,146.529004
2.3998479970e-01,-6.6722141828e-27,-2.0215459352e-27,9.8470885169e-22,146.529004
2.4000480010e-01,-6.6206061964e-27,-2.1397728269e-27,9.8470885169e-22,146.529004
2.4002480050e-01,-6.5669375290e-27,-2.2567951496e-27,9.8470885169e-22,146.529004
2.4004480090e-01,-6.5112347816e-27,-2.3725776470e-27,9.8470885169e-22,146.529004
2.4006480130e-01,-6.4535251454e-27,-2.4870856279e-27,9.8470885169e-22,146.529004
2.4008480170e-01,-6.3938363903e-27,-2.6002849763e-27,9.8470885169e-22,146.529004
2.4010480210e-01,-6.3321968528e-27,-2.7121421599e-27,9.8470885169e-22,146.529004
2.4012480250e-01,-6.2686354241e-27,-2.8226242403e-27,9.8470885169e-22,146.529004
2.4014480290e-01,-6.2031815383e-27,-2.9316988810e-27,9.8470885169e-22,146.529004
